"species"	"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"Ks"	"LS"	"WD"	"LMA"	"leafN"	"group"
"561"	"Sambucus_nigra"	"Sambucus nigra"	"Sambucus"	"Adoxaceae"	0.3074847	4.967170923	0.009950331	0.678688932855	-1.386294361	0.28	3.660222745	3.505557397	"BT"
"562"	"Sambucus_racemosa"	"Sambucus racemosa"	"Sambucus"	"Adoxaceae"	0.3074847	4.967170923	0.343589704	0.598706455875	-1.386294361	0.24	3.473518043	3.951243719	"BT"
"563"	"Sapindus_saponaria"	"Sapindus saponaria"	"Sapindus"	"Sapindaceae"	1.272565596	3.7864455135	0.470003629	0.296394013	-0.530620251	0.6	4.611549793	3.401197382	"BE"
"564"	"Sapium_laurocerasus"	"Sapium laurocerasus"	"Sapium"	"Euphorbiaceae"	-0.523484528	3.75038310232	0.2390169	1.2515615265	-0.162518929	0.38	3.8531290975	3.027715319	"BE"
"565"	"Sassafras_albidum"	"Sassafras albidum"	"Sassafras"	"Lauraceae"	0.570979547	2.155244505	0.993251773	0.466873736	-0.186329578	0.445	3.615232914	3.295836866	"BE"
"566"	"Schefflera_morototonii"	"Schefflera morototonii"	"Schefflera"	"Araliaceae"	1.40266878454	3.748695479955	0.787053921515	-0.94160854	-0.835950085415	0.43	4.384585857	2.803360381	"BE"
"567"	"Senna_siamea"	"Senna siamea"	"Senna"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.63	4.475289265	3.188828904	"BE"
"568"	"Sequoia_sempervirens"	"Sequoia sempervirens"	"Sequoia"	"Cupressaceae"	1.745715531	3.48676327	0.685618914	0.322083499	-1.5682425535	0.49	4.50821866	2.333114298	"CC"
"569"	"Sequoiadendron_giganteum"	"Sequoiadendron giganteum"	"Sequoiadendron"	"Cupressaceae"	1.446918983	3.959669659	1.123304901	-0.430782916	-1.5682425535	0.51	6.294712343	2.351375257	"CC"
"570"	"Sideroxylon_lanuginosum"	"Sideroxylon lanuginosum"	"Sideroxylon"	"Sapotaceae"	-0.314710745	3.025291076	1.064710737	2.251291799	-0.434246931755	0.85	3.761897547	2.9522883995	"BT"
"571"	"Sideroxylon_salicifolium"	"Sideroxylon salicifolium"	"Sideroxylon"	"Sapotaceae"	-0.314710745	3.025291076	1.064710737	2.251291799	-0.434246931755	0.85	3.761897547	2.9522883995	"BE"
"572"	"Sloanea_amygdalina"	"Sloanea amygdalina"	"Sloanea"	"Elaeocarpaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"573"	"Sloanea_berteriana"	"Sloanea berteriana"	"Sloanea"	"Elaeocarpaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"574"	"Solanum_bahamense"	"Solanum bahamense"	"Solanum"	"Solanaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"575"	"Sophora_affinis"	"Sophora affinis"	"Sophora"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"576"	"Sorbus_americana"	"Sorbus americana"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	0.5867052495	-1.1757834255	0.66	4.024063681	3.368157528	"BT"
"577"	"Sorbus_aria"	"Sorbus aria"	"Sorbus"	"Rosaceae"	1.682688374	3.251923679	1.029619417	0.5867052495	-1.1757834255	0.71	4.103056503	2.929592471	"BT"
"578"	"Sorbus_aucuparia"	"Sorbus aucuparia"	"Sorbus"	"Rosaceae"	1.208960346	2.984924075	1.029619417	0.058268908	-1.108662625	0.57	4.390366759	3.044522438	"BT"
"579"	"Sorbus_domestica"	"Sorbus domestica"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	0.5867052495	-1.1757834255	0.66	4.024063681	2.929592471	"BT"
"580"	"Sorbus_indet"	"Sorbus indet"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	0.5867052495	-1.1757834255	0.66	4.024063681	2.929592471	"BE"
"581"	"Sorbus_intermedia"	"Sorbus intermedia"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	0.5867052495	-1.1757834255	0.66	3.945070859	2.541601993	"BT"
"582"	"Sorbus_latifolia"	"Sorbus latifolia"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	0.5867052495	-1.1757834255	0.66	4.024063681	2.929592471	"BT"
"583"	"Sorbus_mougeotii"	"Sorbus mougeotii"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	0.5867052495	-1.1757834255	0.66	4.024063681	2.929592471	"BT"
"584"	"Sorbus_torminalis"	"Sorbus torminalis"	"Sorbus"	"Rosaceae"	1.156881197	3.117949906	1.029619417	1.115141591	-1.242904226	0.66	3.463859143	2.872434057	"BT"
"585"	"Spathodea_campanulata"	"Spathodea campanulata"	"Spathodea"	"Bignoniaceae"	0.219923670215	3.696967225095	0.749618569160001	0.907106710034999	-0.792459120649999	0.32	4.025351691	3.15976256	"BE"
"586"	"Spondias_mombin"	"Spondias mombin"	"Spondias"	"Anacardiaceae"	1.3669889115	2.7892329095	1.1269599605	2.09679018	2.017566138	0.37	4.48914186	3.022860941	"BT"
"587"	"Spondias_purpurea"	"Spondias purpurea"	"Spondias"	"Anacardiaceae"	1.3669889115	2.7892329095	1.1269599605	1.064710737	2.017566138	0.355	4.455625549	3.265568553	"BD"
"588"	"Swietenia_macrophylla"	"Swietenia macrophylla"	"Swietenia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	0.277631737	0.174154967	0.42	4.703566508	2.803360381	"BE"
"589"	"Swietenia_mahagoni"	"Swietenia mahagoni"	"Swietenia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	0.277631737	0.174154967	0.59	4.703566508	2.533696814	"BE"
"590"	"Syzygium_jambos"	"Syzygium jambos"	"Syzygium"	"Myrtaceae"	0	3.390810289	0.431782416	1.435084525	0.262364264	0.66	4.801846551	2.508379006	"BE"
"591"	"Tabebuia_heterophylla"	"Tabebuia heterophylla"	"Tabebuia"	"Bignoniaceae"	0.214739936755	3.5272770304	0.919601888005001	0.741835916275	-1.20949351556	0.575	4.025351691	2.68341592	"BT"
"592"	"Tabebuia_rigida"	"Tabebuia rigida"	"Tabebuia"	"Bignoniaceae"	1.257360889715	3.549670427875	0.771338933285	-0.19770272428	-0.74383107965	0.575	4.025351691	2.442347035	"BE"
"593"	"Tabernaemontana_citrifolia"	"Tabernaemontana citrifolia"	"Tabernaemontana"	"Apocynaceae"	0.82502608546	3.34068088527	0.70030462118	0.770871253315001	-0.529636056805	0.67495	4.26879246972	2.595254707	"BE"
"594"	"Tamarindus_indica"	"Tamarindus indica"	"Tamarindus"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.915	4.475289265	2.901421594	"BE"
"595"	"Tamarix_anglica"	"Tamarix anglica"	"Tamarix"	"Tamaricaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BT"
"596"	"Tamarix_indet"	"Tamarix indet"	"Tamarix"	"Tamaricaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"597"	"Taxodium_ascendens"	"Taxodium ascendens"	"Taxodium"	"Cupressaceae"	0.795252403	2.539236994	1.123304901	1.364815329	-1.5682425535	0.38	4.853630545	2.525728644	"CC"
"598"	"Taxodium_distichum"	"Taxodium distichum"	"Taxodium"	"Cupressaceae"	0.795252403	2.539236994	1.123304901	1.364815329	-1.5682425535	0.38	4.853630545	2.525728644	"CC"
"599"	"Taxus_baccata"	"Taxus baccata"	"Taxus"	"Taxaceae"	1.969208061	2.903616985	1.036736885	-1.139434283	-1.31395518118	0.635	4.906977032	3.043807897	"CC"
"600"	"Taxus_brevifolia"	"Taxus brevifolia"	"Taxus"	"Taxaceae"	1.86252854	3.132446097	1.036736885	-1.139434283	-1.35975329503	0.635	4.162158962	2.459588842	"CC"
"601"	"Terminalia_catappa"	"Terminalia catappa"	"Terminalia"	"Combretaceae"	1.223775432	2.995732274	0.662687973	0.867100488	-0.39934669331	0.52	4.4070648811	2.624668592	"BE"
"602"	"Tetraclinis_articulata"	"Tetraclinis articulata"	"Tetraclinis"	"Cupressaceae"	2.475697711	3.402529827	1.123304901	-0.415515444	-1.282420951	0.635	5.070381098	2.4530446305	"CC"
"603"	"Tetragastris_balsamifera"	"Tetragastris balsamifera"	"Tetragastris"	"Burseraceae"	-0.051293294	3.994340048	0.270027137	1.360976553	0.616185139	0.425	4.708177936	2.698187226	"BE"
"604"	"Tetrazygia_elaeagnoides"	"Tetrazygia elaeagnoides"	"Tetrazygia"	"Melastomataceae"	0.70727913113	3.304529967585	0.75574244637	0.69714911512	-0.47963088695	0.68	4.292785501	2.8077715355	"BE"
"605"	"Thespesia_grandiflora"	"Thespesia grandiflora"	"Thespesia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	1.1442228	-0.35036488142	0.7	3.5552004685	3.228826156	"BE"
"606"	"Thouinia_striata"	"Thouinia striata"	"Thouinia"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.15082289	-0.530620251	0.9	3.72025798025	2.928523524	"BE"
"607"	"Thuja_indet"	"Thuja indet"	"Thuja"	"Cupressaceae"	1.3697437485	3.3488784745	0.8679119185	-0.653926467	-0.755022584	0.405	5.253305639	2.480652492	"CC"
"608"	"Thuja_occidentalis"	"Thuja occidentalis"	"Thuja"	"Cupressaceae"	1.261297871	3.506457892	1.057790294	-0.653926467	-0.755022584	0.3	5.407171771	2.493205453	"CC"
"609"	"Thuja_plicata"	"Thuja plicata"	"Thuja"	"Cupressaceae"	1.478189626	3.191299057	0.678033543	-0.653926467	-0.755022584	0.51	5.099439507	2.468099531	"CC"
"610"	"Tilia_americana"	"Tilia americana"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	1.1442228	-0.30126442254	0.32	3.534270336	3.228826156	"BT"
"611"	"Tilia_cordata"	"Tilia cordata"	"Tilia"	"Malvaceae"	0.91228271	3.912023005	0.824175443	1.1442228	-0.372505868665	0.455	3.5552004685	3.200304439	"BT"
"612"	"Tilia_europaea"	"Tilia europaea"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	1.1442228	-0.349873200965	0.48	3.5552004685	3.228826156	"BT"
"613"	"Tilia_indet"	"Tilia indet"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	1.1442228	-0.452880386715	0.4375	3.5552004685	3.228826156	"BE"
"614"	"Tilia_platyphylla"	"Tilia platyphylla"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	1.1442228	-0.452880386715	0.4375	3.5552004685	3.228826156	"BT"
"615"	"Tilia_platyphyllos"	"Tilia platyphyllos"	"Tilia"	"Malvaceae"	1.124929597	4.165889729	0.824175443	1.1442228	-0.40024687961	0.42	3.576130601	3.642835516	"BT"
"616"	"Torreya_californica"	"Torreya californica"	"Torreya"	"Taxaceae"	1.854734268	3.018031541	1.036736885	-1.139434283	-1.045384042585	0.635	4.534567997	2.7516983695	"CC"
"617"	"Trema_micrantha"	"Trema micrantha"	"Trema"	"Cannabaceae"	0.500775288	3.953525642865	0.50596842898	0.488580015	-0.26761921965	0.3	4.038303171	3.339321978	"BE"
"618"	"Triadica_sebifera"	"Triadica sebifera"	"Triadica"	"Euphorbiaceae"	-0.94160854	3.932217865	0.2390169	1.101940079	-0.162518929	0.51	3.8531290975	3.039749159	"BT"
"619"	"Trichilia_hirta"	"Trichilia hirta"	"Trichilia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	1.0042009675	0.174154967	0.62	4.150803658	3.244153632	"BD"
"620"	"Trichilia_pallida"	"Trichilia pallida"	"Trichilia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	1.0042009675	0.174154967	0.58	4.150803658	3.244153632	"BE"
"621"	"Tsuga_canadensis"	"Tsuga canadensis"	"Tsuga"	"Pinaceae"	1.121677562	4.199755077	0.797507196	-1.108662625	-0.970773317	0.38	4.873592984	2.509599262	"CC"
"622"	"Tsuga_caroliniana"	"Tsuga caroliniana"	"Tsuga"	"Pinaceae"	1.133745726	4.199755077	0.868757227	-1.108662625	-0.970773317	0.44	4.8514730905	2.484072969	"CC"
"623"	"Tsuga_heterophylla"	"Tsuga heterophylla"	"Tsuga"	"Pinaceae"	1.14581389	4.199755077	0.940007258	-1.108662625	-0.832409248	0.44	4.829353197	2.46894663	"CC"
"624"	"Tsuga_mertensiana"	"Tsuga mertensiana"	"Tsuga"	"Pinaceae"	1.133745726	4.199755077	0.868757227	-1.108662625	-1.832581464	0.465	4.8514730905	2.484072969	"CC"
"625"	"Turpinia_occidentalis"	"Turpinia occidentalis"	"Turpinia"	"Staphyleaceae"	0.15453489327	3.995492327975	0.62363209882	0.91762214132	-0.46733827715	0.375	3.794364962	3.269568939	"BE"
"626"	"Ulmus_alata"	"Ulmus alata"	"Ulmus"	"Ulmaceae"	-0.916290732	3.87679945491	0.54522705	1.004301609	-0.510825624	0.43	3.826029292	2.90416508	"BT"
"627"	"Ulmus_americana"	"Ulmus americana"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.853452234745	0.54522705	1.004301609	-0.510825624	0.455	3.782369797	3.026746327	"BT"
"628"	"Ulmus_crassifolia"	"Ulmus crassifolia"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.805154863985	0.54522705	1.004301609	-0.510825624	0.59	3.752825339	3.0112393005	"BT"
"629"	"Ulmus_glabra"	"Ulmus glabra"	"Ulmus"	"Ulmaceae"	-0.693147181	3.85436978911	0.54522705	1.004301609	-0.510825624	0.625	3.352357216	3.126760536	"BT"
"630"	"Ulmus_indet"	"Ulmus indet"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.777539282805	0.54522705	1.004301609	-0.510825624	0.57	3.752825339	3.0112393005	"BT"
"631"	"Ulmus_laevis"	"Ulmus laevis"	"Ulmus"	"Ulmaceae"	-0.967584026	3.758164840835	0.54522705	1.004301609	-0.510825624	0.595	3.133317937	2.687847494	"BT"
"632"	"Ulmus_minor"	"Ulmus minor"	"Ulmus"	"Ulmaceae"	0.053540767	3.77179783657	0.54522705	1.004301609	-0.510825624	0.645	4.066030818	3.218875825	"BT"
"633"	"Ulmus_pumila"	"Ulmus pumila"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.94607531532	0.54522705	1.004301609	-0.510825624	0.545	3.752825339	3.267665989	"BT"
"634"	"Ulmus_rubra"	"Ulmus rubra"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.870031910815	0.54522705	1.004301609	-0.510825624	0.48	3.723280881	2.970414466	"BT"
"635"	"Ulmus_scabra"	"Ulmus scabra"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.777539282805	0.54522705	1.004301609	-0.510825624	0.57	3.752825339	3.0112393005	"BT"
"636"	"Ulmus_serotina"	"Ulmus serotina"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.827263475475	0.54522705	1.004301609	-0.510825624	0.57	3.752825339	3.0112393005	"BE"
"637"	"Ulmus_thomasii"	"Ulmus thomasii"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.827263475475	0.54522705	1.004301609	-0.510825624	0.57	3.752825339	2.995732274	"BT"
"638"	"Umbellularia_californica"	"Umbellularia californica"	"Umbellularia"	"Lauraceae"	-0.056570351	3.231989464	0.993251773	1.199964783	-0.186329578	0.51	4.878246106	2.727852828	"BE"
"639"	"Vernicia_fordii"	"Vernicia fordii"	"Vernicia"	"Euphorbiaceae"	-0.105360516	3.83968118827	0.2390169	1.401182974	-0.162518929	0.51	3.820784525	2.894806355	"BE"
"640"	"Vitex_divaricata"	"Vitex divaricata"	"Vitex"	"Lamiaceae"	0.149816894755	3.588305232365	0.85362922838	0.900436406369999	-0.893461446749999	0.625	4.06183267228001	3.27336401	"BE"
"641"	"Zanthoxylum_martinicense"	"Zanthoxylum martinicense"	"Zanthoxylum"	"Rutaceae"	-1.386294361	3.849271462635	0.621457755	0.88569478301	-0.379252445465	0.59	3.794010723775	3.260785228	"BE"
"642"	"Zanthoxylum_monophyllum"	"Zanthoxylum monophyllum"	"Zanthoxylum"	"Rutaceae"	-1.386294361	3.849271462635	0.621457755	0.88569478301	-0.379252445465	0.59	3.794010723775	3.260785228	"BE"
"643"	"Ziziphus_mauritiana"	"Ziziphus mauritiana"	"Ziziphus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.031639046555	-0.71265394207	0.565	3.328447461	3.103240481	"BE"
"644"	"Ziziphus_taylorii"	"Ziziphus taylorii"	"Ziziphus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.031639046555	-0.71265394207	0.565	3.328447461	3.103240481	"BE"
