"species"	"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"Ks"	"LS"	"WD"	"LMA"	"leafN"	"group"
"276"	"Juglans_regia"	"Juglans regia"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.45516881855	-0.5956581482	0.55	4.274998062	3.106378794	"BT"
"277"	"Juniperus_cedrus"	"Juniperus cedrus"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-0.937190249	-1.5682425535	0.48	5.070381098	2.469569646	"CC"
"278"	"Juniperus_communis"	"Juniperus communis"	"Juniperus"	"Cupressaceae"	1.766441661	2.938632682	1.184789985	-0.579818495	-1.427116356	0.575	5.070381098	2.505525937	"CC"
"279"	"Juniperus_indet"	"Juniperus indet"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-0.937190249	-1.5682425535	0.51	5.070381098	2.469569646	"CC"
"280"	"Juniperus_occidentalis"	"Juniperus occidentalis"	"Juniperus"	"Cupressaceae"	2.140066163	2.539236994	1.123304901	-1.272965676	-1.714798428	0.51	6.265909393	2.433613355	"CC"
"281"	"Juniperus_oxycedrus"	"Juniperus oxycedrus"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.108662625	-1.206760018	0.22	4.821087692	2.066862759	"CC"
"282"	"Juniperus_phoenicea"	"Juniperus phoenicea"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-0.937190249	-1.5682425535	0.79	5.05643687	2.13771045	"CC"
"283"	"Juniperus_thurifera"	"Juniperus thurifera"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-0.937190249	-1.5682425535	0.53	5.070381098	2.751748056	"CC"
"284"	"Juniperus_turbinata"	"Juniperus turbinata"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-0.937190249	-1.5682425535	0.51	5.070381098	2.469569646	"CC"
"285"	"Juniperus_virginiana"	"Juniperus virginiana"	"Juniperus"	"Cupressaceae"	1.595338988	2.276241118	0.904218151	-0.765717873	-1.709368751	0.48	5.633932093	2.697999865	"CC"
"286"	"Krugiodendron_ferreum"	"Krugiodendron ferreum"	"Krugiodendron"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	0.507212887765	-0.375893708325	1.15	3.328447461	3.103240481	"BE"
"287"	"Laburnum_alpinum"	"Laburnum alpinum"	"Laburnum"	"Fabaceae"	-0.105360516	3.838069294	0.631271777	0.991398204	-0.2598138955	0.92	3.412466974	3.511694681	"BT"
"288"	"Laburnum_anagyroides"	"Laburnum anagyroides"	"Laburnum"	"Fabaceae"	-0.105360516	3.838069294	0.631271777	0.991398204	-0.2598138955	0.92	3.412466974	3.511694681	"BT"
"289"	"Laguncularia_racemosa"	"Laguncularia racemosa"	"Laguncularia"	"Combretaceae"	1.223775432	2.995732274	0.662687973	0.867100488	-0.446369884545	0.61	4.54777697445	2.014903021	"BE"
"290"	"Larix_decidua"	"Larix decidua"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.902191807	-0.84397007	-0.616186139	0.525	4.605170186	2.998229154	"CC"
"291"	"Larix_indet"	"Larix indet"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-1.328025453	-0.7433336675	0.505	4.607215995	2.960105096	"CC"
"292"	"Larix_kaempferi"	"Larix kaempferi"	"Larix"	"Pinaceae"	1.220829921	4.54584472	0.978326123	-1.328025453	-0.616186139	0.45	4.607215995	2.818696721	"CC"
"293"	"Larix_laricina"	"Larix laricina"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-1.386294361	-0.870481196	0.49	4.607215995	2.960105096	"CC"
"294"	"Larix_lyallii"	"Larix lyallii"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-1.328025453	-0.7433336675	0.505	4.607215995	3.058472303	"CC"
"295"	"Larix_marschlinsii"	"Larix marschlinsii"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-1.328025453	-0.7433336675	0.505	4.607215995	2.960105096	"CC"
"296"	"Larix_occidentalis"	"Larix occidentalis"	"Larix"	"Pinaceae"	1.441019261	3.548179572	0.940258965	-1.328025453	-1.320693904	0.52	4.609261804	2.771963527	"CC"
"297"	"Laurus_azorica"	"Laurus azorica"	"Laurus"	"Lauraceae"	0.667829373	3.231989464	0.993251773	-0.335472736	-0.186329578	0.535	4.745497186	2.531313023	"BE"
"298"	"Laurus_nobilis"	"Laurus nobilis"	"Laurus"	"Lauraceae"	0.667829373	3.231989464	0.993251773	-0.335472736	-0.186329578	0.535	4.745497186	2.804571768	"BT"
"299"	"Leucaena_leucocephala"	"Leucaena leucocephala"	"Leucaena"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"300"	"Licaria_parvifolia"	"Licaria parvifolia"	"Licaria"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.495	4.441238494	2.7719711535	"BE"
"301"	"Liquidambar_styraciflua"	"Liquidambar styraciflua"	"Liquidambar"	"Altingiaceae"	1.057790294	2.85819286	0.902191807	0.378436436	-0.670417469	0.455	4.112511866	2.688187572	"BT"
"302"	"Liriodendron_tulipifera"	"Liriodendron tulipifera"	"Liriodendron"	"Magnoliaceae"	1.16938136	1.93441577	0.7178398	0.898126761	-0.452989971805	0.38	4.078045789	3.088083535	"BT"
"303"	"Lithocarpus_densiflorus"	"Lithocarpus densiflorus"	"Lithocarpus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BE"
"304"	"Lonchocarpus_domingensis"	"Lonchocarpus domingensis"	"Lonchocarpus"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"305"	"Lonchocarpus_glaucifolius"	"Lonchocarpus glaucifolius"	"Lonchocarpus"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BE"
"306"	"Maclura_pomifera"	"Maclura pomifera"	"Maclura"	"Moraceae"	-0.349557476	3.773443152	0.615185639	0.428530381	0.165514438	0.76	4.181439269	3.210843653	"BT"
"307"	"Maclura_tinctoria"	"Maclura tinctoria"	"Maclura"	"Moraceae"	-0.349557476	3.773443152	0.615185639	0.428530381	0.165514438	0.75	4.181439269	3.210843653	"BD"
"308"	"Magnolia_acuminata"	"Magnolia acuminata"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.384869734515	0.44	4.5322872205	3.131136911	"BT"
"309"	"Magnolia_fraseri"	"Magnolia fraseri"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.396704385445	0.4	3.786459782	3.131136911	"BT"
"310"	"Magnolia_grandiflora"	"Magnolia grandiflora"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.57985368973	0.44	5.278114659	3.000719815	"BE"
"311"	"Magnolia_indet"	"Magnolia indet"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.360826091815	0.44	4.5322872205	3.131136911	"BT"
"312"	"Magnolia_macrophylla"	"Magnolia macrophylla"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.396731301805	0.44	4.5322872205	3.201526187	"BE"
"313"	"Magnolia_portoricensis"	"Magnolia portoricensis"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.39713551427	0.7	4.5322872205	3.131136911	"BE"
"314"	"Magnolia_splendens"	"Magnolia splendens"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.48328762452	0.585	4.5322872205	2.424802726	"BE"
"315"	"Magnolia_tripetala"	"Magnolia tripetala"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.384869734515	0.44	4.5322872205	3.131136911	"BT"
"316"	"Magnolia_virginiana"	"Magnolia virginiana"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	0.148420005	-0.386527072845	0.42	4.5322872205	3.226843995	"BT"
"317"	"Malus_angustifolia"	"Malus angustifolia"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.139262067	-0.635590777	0.615	4.178838885	2.885019135	"BE"
"318"	"Malus_coronaria"	"Malus coronaria"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.139262067	-0.635590777	0.615	4.178838885	2.708050201	"BT"
"319"	"Malus_fusca"	"Malus fusca"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.139262067	-0.635590777	0.615	4.178838885	2.885019135	"BT"
"320"	"Malus_indet"	"Malus indet"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.139262067	-0.635590777	0.615	4.178838885	2.885019135	"BT"
"321"	"Malus_silvestris"	"Malus silvestris"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.139262067	-0.635590777	0.615	4.178838885	2.885019135	"BT"
"322"	"Malus_sylvestris"	"Malus sylvestris"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.139262067	-0.635590777	0.615	4.178838885	3.061988069	"BT"
"323"	"Mammea_americana"	"Mammea americana"	"Mammea"	"Calophyllaceae"	0.501581413485	3.642422663505	0.633150435665	1.479251099915	-0.20308330881	0.64	4.393889983975	3.00073325854	"BE"
"324"	"Mangifera_indica"	"Mangifera indica"	"Mangifera"	"Anacardiaceae"	1.3669889115	2.7892329095	1.1269599605	0.346823528	0.4950811325	0.55	4.4723837045	2.527327366	"BE"
"325"	"Margaritaria_nobilis"	"Margaritaria nobilis"	"Margaritaria"	"Phyllanthaceae"	0.51504155345	3.645479253435	0.584086610355	2.118662255	-0.17841464984	0.61	4.128987506	3.212656525	"BE"
"326"	"Matayba_domingensis"	"Matayba domingensis"	"Matayba"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.15082289	-0.530620251	0.695	3.72025798025	2.767262061	"BE"
"327"	"Melaleuca_quinquenervia"	"Melaleuca quinquenervia"	"Melaleuca"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.62	4.331542964	2.360854001	"BE"
"328"	"Melia_azedarach"	"Melia azedarach"	"Melia"	"Meliaceae"	0.615185639	3.742894042	0.744315467	2.533696814	0	0.44	4.003507696	3.504205132	"BE"
"329"	"Melicoccus_bijugatus"	"Melicoccus bijugatus"	"Melicoccus"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.15082289	-0.530620251	0.5325	3.72025798025	3.118367247	"BD"
"330"	"Meliosma_herbertii"	"Meliosma herbertii"	"Meliosma"	"Sabiaceae"	0.555601407685	3.835878833425	0.76618188446	0.5993446957	-0.45148082173	0.47	4.20963604786	2.853592506	"BE"
"331"	"Metopium_toxiferum"	"Metopium toxiferum"	"Metopium"	"Anacardiaceae"	1.3669889115	2.7892329095	1.1269599605	0.346823528	0.4950811325	0.51	4.4723837045	3.022860941	"BE"
"332"	"Miconia_prasina"	"Miconia prasina"	"Miconia"	"Melastomataceae"	0.79294523053	3.22138591614	0.596590642744999	1.02306635034	-0.39965350236	0.655	4.292785501	2.90416508	"BE"
"333"	"Miconia_racemosa"	"Miconia racemosa"	"Miconia"	"Melastomataceae"	0.70727913113	3.304529967585	0.75574244637	0.69714911512	-0.47963088695	0.68	4.292785501	2.8077715355	"BT"
"334"	"Miconia_tetrandra"	"Miconia tetrandra"	"Miconia"	"Melastomataceae"	0.85100164514	3.172683725615	0.609671415699999	1.02944589383	-0.409175834725	0.705	4.292785501	2.711377991	"BE"
"335"	"Micropholis_garciniifolia"	"Micropholis garciniifolia"	"Micropholis"	"Sapotaceae"	0.212421404	3.025291076	1.064710737	2.251291799	-0.5631698025	0.67	5.062595033	2.912350665	"BE"
"336"	"Micropholis_guyanensis"	"Micropholis guyanensis"	"Micropholis"	"Sapotaceae"	0.212421404	3.025291076	1.064710737	2.251291799	-0.548987151345	0.645	5.062595033	2.992226134	"BE"
"337"	"Morus_alba"	"Morus alba"	"Morus"	"Moraceae"	-0.634878272	3.773443152	0.039220713	0.512823626	-0.204567166	0.6	4.213016092	3.026261479	"BT"
"338"	"Morus_indet"	"Morus indet"	"Morus"	"Moraceae"	-0.634878272	3.773443152	0.039220713	0.512823626	-0.204567166	0.6	4.213016092	2.9413658425	"BE"
"339"	"Morus_rubra"	"Morus rubra"	"Morus"	"Moraceae"	-0.634878272	3.773443152	0.039220713	0.512823626	-0.204567166	0.6	4.213016092	2.856470206	"BT"
"340"	"Myrcia_splendens"	"Myrcia splendens"	"Myrcia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.625	5.191845122	2.659559992	"BE"
"341"	"Myrica_faya"	"Myrica faya"	"Myrica"	"Myricaceae"	0.59671131465	3.800692731185	0.567587686105	0.505564122745	-0.794467903814999	0.66	4.0951275708075	2.862200881	"BE"
"342"	"Myrsine_cubana"	"Myrsine cubana"	"Myrsine"	"Primulaceae"	1.000074650255	3.516390750965	0.880771138725	0.365810290655	-0.75567207243	0.7248	4.45700947744	2.228938553	"BE"
"343"	"Nectandra_coriacea"	"Nectandra coriacea"	"Nectandra"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.48	4.441238494	2.7719711535	"BE"
"344"	"Neolaugeria_resinosa"	"Neolaugeria resinosa"	"Neolaugeria"	"Rubiaceae"	1.020985602445	3.522317548635	0.8908624298	0.331431940635	-0.80969434069	0.725	4.436569490145	2.344118773	"BT"
"345"	"Nyssa_aquatica"	"Nyssa aquatica"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	0.148420005	-0.443603207	0.46	3.818591061	2.753660712	"BT"
"346"	"Nyssa_biflora"	"Nyssa biflora"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	0.148420005	-0.443603207	0.475	3.818591061	2.790487167	"BE"
"347"	"Nyssa_ogeche"	"Nyssa ogeche"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	0.148420005	-0.443603207	0.475	3.818591061	2.790487167	"BT"
"348"	"Nyssa_sylvatica"	"Nyssa sylvatica"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	0.148420005	-0.443603207	0.49	3.818591061	2.827313622	"BT"
"349"	"Ocotea_floribunda"	"Ocotea floribunda"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.4	4.441238494	3.306886702	"BE"
"350"	"Ocotea_leucoxylon"	"Ocotea leucoxylon"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.46	4.441238494	3.165475048	"BE"
"351"	"Ocotea_moschata"	"Ocotea moschata"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.6	4.441238494	2.796671393	"BE"
"352"	"Ocotea_wrightii"	"Ocotea wrightii"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.46	4.441238494	3.165475048	"BE"
"353"	"Olea_europaea"	"Olea europaea"	"Olea"	"Oleaceae"	1.515127233	2.123458427	1.26553816	-0.287682072	-2.040220829	0.75	5.268476525	2.753660712	"BE"
"354"	"Ormosia_krugii"	"Ormosia krugii"	"Ormosia"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.49	4.475289265	3.084200922	"BE"
"355"	"Ostrya_carpinifolia"	"Ostrya carpinifolia"	"Ostrya"	"Betulaceae"	1.325747861	1.769854634	0.470003629	0.5713066125	-0.73994533	0.495	4.358566075	3.148453361	"BT"
"356"	"Ostrya_virginiana"	"Ostrya virginiana"	"Ostrya"	"Betulaceae"	1.325747861	1.769854634	0.470003629	0.5713066125	-0.73994533	0.495	3.11905549	3.341801172	"BT"
"357"	"Oxydendrum_arboreum"	"Oxydendrum arboreum"	"Oxydendrum"	"Ericaceae"	1.338940665	3.489208259	0.711795073	-0.105360516	-0.538128306	0.46	3.896604753	2.962692419	"BT"
"358"	"Parathesis_crenulata"	"Parathesis crenulata"	"Parathesis"	"Primulaceae"	1.000074650255	3.516390750965	0.880771138725	0.365810290655	-0.75567207243	0.7248	4.45700947744	2.228938553	"BE"
"359"	"Paulownia_tomentosa"	"Paulownia tomentosa"	"Paulownia"	"Paulowniaceae"	0.15698888166	3.55536903056	0.891156301865	0.852758986865	-0.84888857512	0.5571	4.03283804835251	3.029282063625	"BT"
"360"	"Peltophorum_pterocarpum"	"Peltophorum pterocarpum"	"Peltophorum"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.565	4.475289265	3.04927304	"BE"
"361"	"Persea_americana"	"Persea americana"	"Persea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.52	3.954315918	3.000719815	"BE"
"362"	"Persea_borbonia"	"Persea borbonia"	"Persea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.475	4.710430697	2.545531272	"BE"
"363"	"Persea_indica"	"Persea indica"	"Persea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	0.466873736	-0.186329578	0.43	4.3323733075	2.727852828	"BE"
"364"	"Petitia_domingensis"	"Petitia domingensis"	"Petitia"	"Lamiaceae"	0.182966098125	3.59861001944	0.86224098299	0.936491101029999	-0.875213545394999	0.66	4.06892888195501	3.27336401	"BE"
"365"	"Phillyrea_latifolia"	"Phillyrea latifolia"	"Phillyrea"	"Oleaceae"	1.87946505	2.211017899	1.064710737	0.139761942	-1.77260411	0.7	4.620649757	2.807593831	"BE"
"366"	"Phoenix_canariensis"	"Phoenix canariensis"	"Phoenix"	"Arecaceae"	0.35205797819	3.506264774615	0.747364251535001	0.488229002615	-0.35099229276	0.565	4.1692404810375	2.995732274	"CC"
"367"	"Phoenix_indet"	"Phoenix indet"	"Phoenix"	"Arecaceae"	0.66707987278	3.57959927454	0.66543999379	0.771972437445	-0.580656571355	0.565	4.175756134325	2.995732274	"BE"
"368"	"Picconia_excelsa"	"Picconia excelsa"	"Picconia"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.5575	3.7989623275	2.610069793	"BE"
"369"	"Picea_abies"	"Picea abies"	"Picea"	"Pinaceae"	1.302912752	3.966132331	0.920282753	-0.562118918	-0.954511945	0.45	5.054684077	2.549445171	"CC"
"370"	"Picea_breweriana"	"Picea breweriana"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-0.385662481	-1.016660803	0.44	5.26393294	2.365559892	"CC"
"371"	"Picea_engelmannii"	"Picea engelmannii"	"Picea"	"Pinaceae"	1.619388243	3.840204718	0.693147181	0.576613364	-1.078809661	0.43	5.72787328	2.332143895	"CC"
"372"	"Picea_glauca"	"Picea glauca"	"Picea"	"Pinaceae"	1.378766095	3.820200954	0.693147181	-0.562118918	-1.835554629	0.45	5.26393294	2.360854001	"CC"
"373"	"Picea_indet"	"Picea indet"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-0.385662481	-1.016660803	0.44	5.26393294	2.365559892	"CC"
"374"	"Picea_mariana"	"Picea mariana"	"Picea"	"Pinaceae"	1.456286733	1.978239036	0.854415328	-0.15082289	-0.393042588	0.465	5.41945034	2.224082865	"CC"
"375"	"Picea_omorika"	"Picea omorika"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-0.385662481	-1.016660803	0.44	5.26393294	2.365559892	"CC"
"376"	"Picea_pungens"	"Picea pungens"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-0.385662481	-1.016660803	0.44	5.26393294	2.365559892	"CC"
"377"	"Picea_rubens"	"Picea rubens"	"Picea"	"Pinaceae"	0.891998039	3.820200954	0.662687973	-0.385662481	-1.237874356	0.375	5.26393294	2.440170756	"CC"
"378"	"Picea_sitchensis"	"Picea sitchensis"	"Picea"	"Pinaceae"	1.348073148	3.80019719	0.667829373	-0.385662481	-0.798507696	0.365	5.037536847	2.494444354	"CC"
"379"	"Pictetia_aculeata"	"Pictetia aculeata"	"Pictetia"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"381"	"Pimenta_racemosa"	"Pimenta racemosa"	"Pimenta"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.9	4.331542964	2.151762203	"BE"
"382"	"Pinus_albicaulis"	"Pinus albicaulis"	"Pinus"	"Pinaceae"	1.187843422	4.408242477	0.761776587	-1.63475572	-1.832581464	0.45	5.478636921	2.33698652	"CC"
"383"	"Pinus_aristata"	"Pinus aristata"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.52	5.478636921	2.33408376	"CC"
"384"	"Pinus_arizonica"	"Pinus arizonica"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"385"	"Pinus_attenuata"	"Pinus attenuata"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"386"	"Pinus_balfouriana"	"Pinus balfouriana"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"387"	"Pinus_banksiana"	"Pinus banksiana"	"Pinus"	"Pinaceae"	1.208960346	2.4765384	0.587786665	-0.544727175	-2.120263536	0.41	5.316844671	2.501435952	"CC"
"388"	"Pinus_brutia"	"Pinus brutia"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.219203484	"CC"
"389"	"Pinus_canariensis"	"Pinus canariensis"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.61	5.478636921	2.381858274	"CC"
"390"	"Pinus_cembra"	"Pinus cembra"	"Pinus"	"Pinaceae"	1.16315081	4.777020443	0.850150929	-1.30933332	-1.797817784	0.49	5.330978149	2.419033906	"CC"
"391"	"Pinus_clausa"	"Pinus clausa"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.485	5.478636921	2.58021683	"CC"
"392"	"Pinus_contorta"	"Pinus contorta"	"Pinus"	"Pinaceae"	1.252762968	3.966132331	0.457424847	-0.980829253	-1.897119985	0.395	3.875151531	2.470638678	"CC"
"393"	"Pinus_coulteri"	"Pinus coulteri"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"394"	"Pinus_echinata"	"Pinus echinata"	"Pinus"	"Pinaceae"	1.05431203	3.334345075	0.761776587	-0.536143432	-2.039990086	0.49	5.478636921	2.370243741	"CC"
"395"	"Pinus_elliottii"	"Pinus elliottii"	"Pinus"	"Pinaceae"	0.722705983	3.9719715385	0.761776587	1.699278616	-0.967584026	0.56	5.478636921	2.219203484	"CC"
"396"	"Pinus_engelmannii"	"Pinus engelmannii"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"397"	"Pinus_flexilis"	"Pinus flexilis"	"Pinus"	"Pinaceae"	1.483874689	4.33073334	0.761776587	-0.536143432	-1.203972804	0.435	5.90345267	2.415913778	"CC"
"398"	"Pinus_glabra"	"Pinus glabra"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.41	5.478636921	2.417473842	"CC"
"399"	"Pinus_halepensis"	"Pinus halepensis"	"Pinus"	"Pinaceae"	1.518418514	4.082271981	0.781615829	-0.30788478	-1.959882307	0.615	5.637963134	2.467251715	"CC"
"400"	"Pinus_indet"	"Pinus indet"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"401"	"Pinus_jeffreyi"	"Pinus jeffreyi"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.375	5.802511048	2.442347035	"CC"
"402"	"Pinus_lambertiana"	"Pinus lambertiana"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.36	5.478636921	2.417473842	"CC"
"403"	"Pinus_laricio"	"Pinus laricio"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"404"	"Pinus_leiophylla"	"Pinus leiophylla"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.46	5.478636921	2.417473842	"CC"
"405"	"Pinus_longaeva"	"Pinus longaeva"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"406"	"Pinus_monticola"	"Pinus monticola"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.078809661	0.385	5.478636921	2.674148649	"CC"
"407"	"Pinus_mugo"	"Pinus mugo"	"Pinus"	"Pinaceae"	1.300191662	4.841585279	0.761776587	-1.078809661	-1.797817784	0.57	5.478636921	2.397895273	"CC"
"408"	"Pinus_nigra"	"Pinus nigra"	"Pinus"	"Pinaceae"	1.174028928	3.647666758	0.879626748	-0.928869514	-2.040220829	0.625	5.215343283	2.31944221	"CC"
"409"	"Pinus_palustris"	"Pinus palustris"	"Pinus"	"Pinaceae"	0.633927821	3.9719715385	0.761776587	2.152924318	-1.797817784	0.48	5.541655625	2.35612586	"CC"
"410"	"Pinus_pinaster"	"Pinus pinaster"	"Pinus"	"Pinaceae"	1.232560261	3.273742726	0.693147181	-0.579818495	-1.797817784	0.505	6.13489367	2.251291799	"CC"
"411"	"Pinus_pinea"	"Pinus pinea"	"Pinus"	"Pinaceae"	1.294727168	3.977810746	0.761776587	0.024692613	-1.822940587	0.585	5.478636921	2.422144328	"CC"
"412"	"Pinus_ponderosa"	"Pinus ponderosa"	"Pinus"	"Pinaceae"	1.026041596	3.199489111	0.943905899	-0.527632742	-1.575036486	0.44	5.756469797	2.528125769	"CC"
"413"	"Pinus_pungens"	"Pinus pungens"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.49	5.478636921	2.417473842	"CC"
"414"	"Pinus_radiata"	"Pinus radiata"	"Pinus"	"Pinaceae"	1.098612	3.993049844	0.761776587	0.113328685	-1.347073648	0.48	5.478636921	2.587764035	"CC"
"415"	"Pinus_resinosa"	"Pinus resinosa"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.897119985	0.4	6.239300711	2.451005098	"CC"
"416"	"Pinus_rigida"	"Pinus rigida"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.47	5.320567975	2.468099531	"CC"
"417"	"Pinus_sabiniana"	"Pinus sabiniana"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
