"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"LS"	"Ks"	"WD"	"LMA"	"leafN"	"group"
"314"	"Hibiscus elatus"	"Hibiscus"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.58939214058	1.1442228	0.6	3.5552004685	3.228826156	"BE"
"315"	"Hibiscus rosa-sinensis"	"Hibiscus"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.434117541745	1.1442228	0.6	3.5552004685	3.228826156	"BE"
"316"	"Hippomane mancinella"	"Hippomane"	"Euphorbiaceae"	-0.523484528	3.433409298565	0.2390169	-0.162518929	1.2515615265	0.5	3.8531290975	3.113050896	"BE"
"317"	"Hirtella rugosa"	"Hirtella"	"Chrysobalanaceae"	0.73053096847	3.734844640675	0.740284677085	-0.81613483816	0.533859326165	0.885	4.303359862875	2.445819261	"BE"
"318"	"Homalium racemosum"	"Homalium"	"Salicaceae"	0.530628251	4.510564697	0.719775364	-0.967584026	0.641853886	0.79	4.40366581	2.935982269	"BE"
"319"	"Hymenaea courbaril"	"Hymenaea"	"Fabaceae"	1.10856262	3.742894042	0.698134722	-0.064762546	1.470175845	0.73	4.969743853	2.87525812	"BE"
"320"	"Hypelate trifoliata"	"Hypelate"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.530620251	-0.15082289	0.5325	3.72025798025	3.118367247	"BE"
"321"	"Ilex aquifolium"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.587786665	-1.567216897	-1.771956842	0.655	4.673482826	2.694627181	"BE"
"322"	"Ilex canariensis"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.761940012	-1.567216897	-1.771956842	0.705	4.673482826	2.694627181	"BE"
"323"	"Ilex nitida"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.761940012	-1.567216897	-1.771956842	0.705	4.673482826	2.694627181	"BE"
"324"	"Ilex opaca"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.936093359	-1.567216897	-1.771956842	0.705	4.673482826	2.87356464	"BE"
"325"	"Ilex platyphylla"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.761940012	-1.567216897	-1.771956842	0.705	4.673482826	2.694627181	"BE"
"326"	"Ilex sideroxyloides"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.761940012	-1.567216897	-1.771956842	0.755	4.673482826	2.352802809	"BE"
"327"	"Inga laurina"	"Inga"	"Fabaceae"	1.510721939	3.7193365675	0.631271777	-0.2598138955	1.202972304	0.655	4.461415282	3.2554006	"BE"
"328"	"Inga vera"	"Inga"	"Fabaceae"	1.510721939	3.7193365675	0.631271777	-0.2598138955	1.202972304	0.54	3.942358205	3.224857897	"BE"
"329"	"Ixora ferrea"	"Ixora"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.65	4.026779243	2.596373484	"BE"
"330"	"Juglans cinerea"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.780232164179999	0.594015457740001	0.36	3.910221383	3.113515309	"BD"
"331"	"Juglans hindsii"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.700622857119999	0.51076689734	0.55	4.274998062	3.113515309	"BD"
"332"	"Juglans indet"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.794450311784999	0.65619469028	0.55	4.274998062	3.113515309	"BD"
"333"	"Juglans major"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.794450311784999	0.65619469028	0.55	4.274998062	3.113515309	"BD"
"334"	"Juglans microcarpa"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.700622857119999	0.51076689734	0.55	4.274998062	3.113515309	"BD"
"335"	"Juglans nigra"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.672853191654999	0.467452852625	0.55	4.815755208	3.124565145	"BD"
"336"	"Juglans regia"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	-0.700622857119999	0.51061291097	0.55	4.274998062	3.106378794	"BD"
"337"	"Juniperus cedrus"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.5682425535	-0.937190249	0.48	5.070381098	2.469569646	"NC"
"338"	"Juniperus communis"	"Juniperus"	"Cupressaceae"	1.766441661	2.938632682	1.184789985	-1.427116356	-0.579818495	0.575	5.070381098	2.505525937	"NC"
"339"	"Juniperus indet"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.5682425535	-0.937190249	0.51	5.070381098	2.469569646	"NC"
"340"	"Juniperus occidentalis"	"Juniperus"	"Cupressaceae"	2.140066163	2.539236994	1.123304901	-1.714798428	-1.272965676	0.51	6.265909393	2.433613355	"NC"
"341"	"Juniperus oxycedrus"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.206760018	-1.108662625	0.22	4.821087692	2.066862759	"NC"
"342"	"Juniperus phoenicea"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.5682425535	-0.937190249	0.79	5.05643687	2.13771045	"NC"
"343"	"Juniperus thurifera"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.5682425535	-0.937190249	0.53	5.070381098	2.751748056	"NC"
"344"	"Juniperus turbinata"	"Juniperus"	"Cupressaceae"	1.766441661	2.539236994	1.123304901	-1.5682425535	-0.937190249	0.51	5.070381098	2.469569646	"NC"
"345"	"Juniperus virginiana"	"Juniperus"	"Cupressaceae"	1.595338988	2.276241118	0.904218151	-1.709368751	-0.765717873	0.48	5.633932093	2.697999865	"NC"
"346"	"Krugiodendron ferreum"	"Krugiodendron"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.423918513725	0.2813466597	1.15	4.050309381	3.0354152245	"BE"
"347"	"Laburnum alpinum"	"Laburnum"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.92	3.412466974	3.511694681	"BD"
"348"	"Laburnum anagyroides"	"Laburnum"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.92	3.412466974	3.511694681	"BD"
"349"	"Laguncularia racemosa"	"Laguncularia"	"Combretaceae"	1.223775432	2.995732274	0.662687973	-0.46241137685	0.867100488	0.61	4.499989816005	2.014903021	"BE"
"350"	"Larix decidua"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.902191807	-0.616186139	-0.84397007	0.525	4.605170186	2.998229154	"NC"
"351"	"Larix indet"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-0.7433336675	-1.328025453	0.505	4.607215995	2.960105096	"NC"
"352"	"Larix kaempferi"	"Larix"	"Pinaceae"	1.220829921	4.54584472	0.978326123	-0.616186139	-1.328025453	0.45	4.607215995	2.818696721	"NC"
"353"	"Larix laricina"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-0.870481196	-1.386294361	0.49	4.607215995	2.960105096	"NC"
"354"	"Larix lyallii"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-0.7433336675	-1.328025453	0.505	4.607215995	3.058472303	"NC"
"355"	"Larix marschlinsii"	"Larix"	"Pinaceae"	1.406096988	3.90751285	0.940258965	-0.7433336675	-1.328025453	0.505	4.607215995	2.960105096	"NC"
"356"	"Larix occidentalis"	"Larix"	"Pinaceae"	1.441019261	3.548179572	0.940258965	-1.320693904	-1.328025453	0.52	4.609261804	2.771963527	"NC"
"357"	"Laurus azorica"	"Laurus"	"Lauraceae"	0.667829373	3.231989464	0.993251773	-0.186329578	-0.335472736	0.535	4.745497186	2.531313023	"BE"
"358"	"Laurus nobilis"	"Laurus"	"Lauraceae"	0.667829373	3.231989464	0.993251773	-0.186329578	-0.335472736	0.535	4.745497186	2.804571768	"BD"
"359"	"Leandra krugiana"	"Leandra"	"Melastomataceae"	0.66619395269	3.52516851061	0.77701115512	-0.655373966555	0.59611480458	0.655	4.1997762915	2.90416508	"BE"
"360"	"Leucaena leucocephala"	"Leucaena"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BD"
"361"	"Licaria parvifolia"	"Licaria"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.495	4.441238494	2.7719711535	"BE"
"362"	"Liquidambar styraciflua"	"Liquidambar"	"Altingiaceae"	1.057790294	2.85819286	0.902191807	-0.670417469	0.378436436	0.455	4.112511866	2.688187572	"BD"
"363"	"Liriodendron tulipifera"	"Liriodendron"	"Magnoliaceae"	1.16938136	1.93441577	0.7178398	-0.75125327759	0.898126761	0.38	4.078045789	3.088083535	"BD"
"364"	"Lithocarpus densiflorus"	"Lithocarpus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BE"
"365"	"Lonchocarpus domingensis"	"Lonchocarpus"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BD"
"366"	"Lonchocarpus glaucifolius"	"Lonchocarpus"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BE"
"367"	"Maclura pomifera"	"Maclura"	"Moraceae"	-0.349557476	3.773443152	0.615185639	0.165514438	0.428530381	0.76	4.181439269	3.210843653	"BD"
"368"	"Maclura tinctoria"	"Maclura"	"Moraceae"	-0.349557476	3.773443152	0.615185639	0.165514438	0.428530381	0.75	4.181439269	3.210843653	"BD"
"369"	"Magnolia acuminata"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.576268117515	0.148420005	0.44	4.5322872205	3.131136911	"BD"
"370"	"Magnolia fraseri"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.619583225215	0.148420005	0.4	3.786459782	3.131136911	"BD"
"371"	"Magnolia grandiflora"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.70977875142	0.148420005	0.44	5.278114659	3.000719815	"BE"
"372"	"Magnolia indet"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.45658528651	0.148420005	0.44	4.5322872205	3.131136911	"BD"
"373"	"Magnolia macrophylla"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.62354451731	0.148420005	0.44	4.5322872205	3.201526187	"BE"
"374"	"Magnolia portoricensis"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.614321477255	0.148420005	0.7	4.5322872205	3.131136911	"BE"
"375"	"Magnolia splendens"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.58055540097	0.148420005	0.585	4.5322872205	2.424802726	"BE"
"376"	"Magnolia tripetala"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.576268117515	0.148420005	0.44	4.5322872205	3.131136911	"BD"
"377"	"Magnolia virginiana"	"Magnolia"	"Magnoliaceae"	0.703097511	1.93441577	0.744315467	-0.62704468527	0.148420005	0.42	4.5322872205	3.226843995	"BD"
"378"	"Malus angustifolia"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	2.885019135	"BE"
"379"	"Malus coronaria"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	2.708050201	"BD"
"380"	"Malus fusca"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	2.885019135	"BD"
"381"	"Malus indet"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	2.885019135	"BD"
"382"	"Malus ioensis"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	2.885019135	"BD"
"383"	"Malus silvestris"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	2.885019135	"BD"
"384"	"Malus sylvestris"	"Malus"	"Rosaceae"	1.793424749	3.431079756	0.955511445	-0.635590777	-0.139262067	0.615	4.178838885	3.061988069	"BD"
"385"	"Mammea americana"	"Mammea"	"Calophyllaceae"	0.57048721997	3.703305557355	0.697914742715	-0.361532295535	1.277155938915	0.64	4.143977005695	3.165423694905	"BE"
"386"	"Mangifera indica"	"Mangifera"	"Anacardiaceae"	1.235471471	2.7892329095	1.1269599605	0.4950811325	0.346823528	0.55	4.455625549	2.527327366	"BE"
"387"	"Manilkara bidentata"	"Manilkara"	"Sapotaceae"	1.46441214	2.428336298	0.940007258	-0.691106918115	2.251291799	0.835	5.148191908	2.734042781	"BE"
"388"	"Margaritaria nobilis"	"Margaritaria"	"Phyllanthaceae"	0.615657917670001	3.74414901355	0.70731465502	-0.416105077935	2.118662255	0.61	4.128987506	3.212656525	"BE"
"389"	"Matayba domingensis"	"Matayba"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.530620251	-0.15082289	0.695	3.72025798025	2.767262061	"BE"
"390"	"Melaleuca quinquenervia"	"Melaleuca"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.62	4.686381441	2.360854001	"BE"
"391"	"Melia azedarach"	"Melia"	"Meliaceae"	0.615185639	3.742894042	0.744315467	0	2.533696814	0.44	4.003507696	3.504205132	"BE"
"392"	"Melicoccus bijugatus"	"Melicoccus"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.530620251	-0.15082289	0.5325	3.72025798025	3.118367247	"BD"
"393"	"Meliosma herbertii"	"Meliosma"	"Sabiaceae"	0.466243411415	4.00097494497	0.712833430425	-0.69915349446	0.615826257445	0.47	4.1741792646775	2.853592506	"BE"
"394"	"Metopium toxiferum"	"Metopium"	"Anacardiaceae"	1.235471471	2.7892329095	1.1269599605	0.4950811325	0.346823528	0.51	4.455625549	3.0473139505	"BE"
"395"	"Miconia impetiolaris"	"Miconia"	"Melastomataceae"	0.31866043135	3.38798801167	0.53771728513	-0.385275740665	1.19498467673	0.59	4.106767082	3.161034825	"BE"
"396"	"Miconia laevigata"	"Miconia"	"Melastomataceae"	0.66619395269	3.52516851061	0.77701115512	-0.655373966555	0.59611480458	0.655	4.1997762915	2.90416508	"BE"
"397"	"Miconia prasina"	"Miconia"	"Melastomataceae"	1.021077446925	3.174697566465	0.610669869484999	-0.33005269194	1.05964274802	0.655	4.292785501	2.90416508	"BE"
"398"	"Miconia pycnoneura"	"Miconia"	"Melastomataceae"	0.66619395269	3.52516851061	0.77701115512	-0.655373966555	0.59611480458	0.655	4.1997762915	2.90416508	"BE"
"399"	"Miconia racemosa"	"Miconia"	"Melastomataceae"	0.66619395269	3.52516851061	0.77701115512	-0.655373966555	0.59611480458	0.655	4.1997762915	2.90416508	"BD"
"400"	"Miconia serrulata"	"Miconia"	"Melastomataceae"	0.66619395269	3.52516851061	0.77701115512	-0.655373966555	0.59611480458	0.655	4.1997762915	2.90416508	"BE"
"401"	"Miconia tetrandra"	"Miconia"	"Melastomataceae"	1.10930828785	3.153973608045	0.602026769554999	-0.450735791575	0.956599781400001	0.705	4.1997762915	2.711377991	"BE"
"402"	"Micropholis garciniifolia"	"Micropholis"	"Sapotaceae"	0.739553553	3.025291076	1.064710737	-0.636422700025	2.251291799	0.67	5.062595033	2.912350665	"BE"
"403"	"Micropholis guyanensis"	"Micropholis"	"Sapotaceae"	0.739553553	3.025291076	1.064710737	-0.61535569548	2.251291799	0.645	5.062595033	2.992226134	"BE"
"404"	"Morus alba"	"Morus"	"Moraceae"	-0.634878272	3.773443152	0.039220713	-0.204567166	0.512823626	0.6	4.213016092	3.026261479	"BD"
"405"	"Morus indet"	"Morus"	"Moraceae"	-0.634878272	3.773443152	0.039220713	-0.204567166	0.512823626	0.6	4.213016092	2.9413658425	"BE"
"406"	"Morus rubra"	"Morus"	"Moraceae"	-0.634878272	3.773443152	0.039220713	-0.204567166	0.512823626	0.6	4.213016092	2.856470206	"BD"
"407"	"Myrcia citrifolia"	"Myrcia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.7125	5.191845122	2.660608577	"BE"
"408"	"Myrcia deflexa"	"Myrcia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.8	5.191845122	2.661657162	"BE"
"409"	"Myrcia leptoclada"	"Myrcia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.7125	5.191845122	2.660608577	"BE"
"410"	"Myrcia splendens"	"Myrcia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.625	5.191845122	2.659559992	"BE"
"411"	"Myrcianthes fragrans"	"Myrcianthes"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.7125	4.686381441	2.718000532	"BE"
"412"	"Myrica faya"	"Myrica"	"Myricaceae"	0.66267304958	3.840732839315	0.55240727117	-0.712482758909999	0.620427942825	0.66	4.14195996692	2.862200881	"BE"
"413"	"Myrsine cubana"	"Myrsine"	"Primulaceae"	0.980004900135	3.361145103435	0.819564404445	-0.51450236594	0.37269047406	0.673074999999999	4.154890213405	2.228938553	"BE"
"414"	"Nectandra coriacea"	"Nectandra"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.48	4.441238494	2.7719711535	"BE"
"415"	"Neea buxifolia"	"Neea"	"Nyctaginaceae"	0.333486260485	3.68584041204	0.611203830955	-0.40646793932	0.764288508095	0.51	3.9599748329875	3.187853009	"BE"
"416"	"Neolaugeria resinosa"	"Neolaugeria"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.635	4.026779243	2.957511061	"BD"
"417"	"Nyssa aquatica"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	-0.443603207	0.148420005	0.46	3.818591061	2.753660712	"BD"
"418"	"Nyssa biflora"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	-0.443603207	0.148420005	0.475	3.818591061	2.790487167	"BE"
"419"	"Nyssa ogeche"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	-0.443603207	0.148420005	0.475	3.818591061	2.790487167	"BD"
"420"	"Nyssa sylvatica"	"Nyssa"	"Cornaceae"	0.530628251	4.605170186	1.0156571415	-0.443603207	0.148420005	0.49	3.818591061	2.827313622	"BD"
"421"	"Ocotea floribunda"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.4	4.441238494	3.306886702	"BE"
"422"	"Ocotea leucoxylon"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.46	4.441238494	3.165475048	"BE"
"423"	"Ocotea moschata"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.6	4.441238494	2.796671393	"BE"
"424"	"Ocotea wrightii"	"Ocotea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.46	4.441238494	3.165475048	"BE"
"425"	"Olea europaea"	"Olea"	"Oleaceae"	1.515127233	2.123458427	1.26553816	-2.040220829	-0.287682072	0.75	5.268476525	2.753660712	"BE"
"426"	"Ormosia krugii"	"Ormosia"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.49	4.038630117	3.084200922	"BE"
"427"	"Ostrya carpinifolia"	"Ostrya"	"Betulaceae"	1.325747861	1.769854634	0.470003629	-0.73994533	0.5713066125	0.5	4.358566075	3.148453361	"BD"
"428"	"Ostrya virginiana"	"Ostrya"	"Betulaceae"	1.325747861	1.769854634	0.470003629	-0.73994533	0.5713066125	0.5	3.11905549	3.341801172	"BD"
"429"	"Ouratea littoralis"	"Ouratea"	"Ochnaceae"	0.802560061405	3.464365130275	0.77837731601	-0.497814691025	0.457231550355	0.695874999999999	4.1322288338075	2.360854001	"BE"
"430"	"Oxydendrum arboreum"	"Oxydendrum"	"Ericaceae"	1.338940665	3.489208259	0.711795073	-0.538128306	-0.105360516	0.46	3.896604753	2.962692419	"BD"
"431"	"Palicourea crocea"	"Palicourea"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.56	4.026779243	3.462762737	"BE"
"432"	"Parathesis crenulata"	"Parathesis"	"Primulaceae"	0.980004900135	3.361145103435	0.819564404445	-0.51450236594	0.37269047406	0.673074999999999	4.154890213405	2.228938553	"BE"
"433"	"Paulownia tomentosa"	"Paulownia"	"Paulowniaceae"	0.153359706525	3.538104299405	0.83670003206	-1.09042231659	0.626727578035001	0.52565	4.00213556834751	3.03821215819	"BD"
"434"	"Peltophorum pterocarpum"	"Peltophorum"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.565	4.038630117	3.04927304	"BE"
"435"	"Persea americana"	"Persea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.52	3.954315918	3.000719815	"BE"
"436"	"Persea borbonia"	"Persea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.475	4.710430697	2.545531272	"BE"
"437"	"Persea indica"	"Persea"	"Lauraceae"	0.3661238475	3.231989464	0.993251773	-0.186329578	0.466873736	0.43	4.3323733075	2.727852828	"BE"
"438"	"Petitia domingensis"	"Petitia"	"Lamiaceae"	0.560791762535	3.355810076565	0.863450766325	-1.066246110555	0.67260539275	0.66	4.08508658014	3.27336401	"BE"
"439"	"Phillyrea latifolia"	"Phillyrea"	"Oleaceae"	1.87946505	2.211017899	1.064710737	-1.77260411	0.139761942	0.7	4.620649757	2.807593831	"BE"
"440"	"Phoenix canariensis"	"Phoenix"	"Arecaceae"	-0.0856155475699999	3.662592506685	0.74927623926	-0.667834100345	0.78606407002	0.565	4.14157038955	2.995732274	"NC"
"441"	"Phoenix indet"	"Phoenix"	"Arecaceae"	0.54036810327	3.696108086255	0.65602647648	-0.533134030085	0.62874659505	0.565	4.05027294735	2.995732274	"BE"
"442"	"Picconia excelsa"	"Picconia"	"Oleaceae"	0	3.710745831	0.858661619	-1.427116356	0.6101198885	0.5575	3.7989623275	2.610069793	"BE"
"443"	"Picea abies"	"Picea"	"Pinaceae"	1.302912752	3.966132331	0.920282753	-0.954511945	-0.562118918	0.45	5.054684077	2.549445171	"NC"
"444"	"Picea breweriana"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-1.016660803	-0.385662481	0.44	5.26393294	2.365559892	"NC"
"445"	"Picea engelmannii"	"Picea"	"Pinaceae"	1.619388243	3.840204718	0.693147181	-1.078809661	0.576613364	0.43	5.72787328	2.332143895	"NC"
"446"	"Picea glauca"	"Picea"	"Pinaceae"	1.378766095	3.820200954	0.693147181	-1.835554629	-0.562118918	0.45	5.26393294	2.360854001	"NC"
"447"	"Picea indet"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-1.016660803	-0.385662481	0.44	5.26393294	2.365559892	"NC"
"448"	"Picea mariana"	"Picea"	"Pinaceae"	1.456286733	1.978239036	0.854415328	-0.393042588	-0.15082289	0.465	5.41945034	2.224082865	"NC"
"449"	"Picea omorika"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-1.016660803	-0.385662481	0.44	5.26393294	2.365559892	"NC"
"450"	"Picea pungens"	"Picea"	"Pinaceae"	1.3634196215	3.820200954	0.693147181	-1.016660803	-0.385662481	0.44	5.26393294	2.365559892	"NC"
"451"	"Picea rubens"	"Picea"	"Pinaceae"	0.891998039	3.820200954	0.662687973	-1.237874356	-0.385662481	0.375	5.26393294	2.440170756	"NC"
"452"	"Picea sitchensis"	"Picea"	"Pinaceae"	1.348073148	3.80019719	0.667829373	-0.798507696	-0.385662481	0.365	5.037536847	2.494444354	"NC"
"453"	"Picramnia pentandra"	"Picramnia"	"Picramniaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"454"	"Pictetia aculeata"	"Pictetia"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BD"
"456"	"Pimenta racemosa"	"Pimenta"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.9	4.686381441	2.151762203	"BE"
"457"	"Pinus albicaulis"	"Pinus"	"Pinaceae"	1.187843422	4.408242477	0.761776587	-1.832581464	-1.63475572	0.45	5.478636921	2.33698652	"NC"
"458"	"Pinus aristata"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.52	5.478636921	2.33408376	"NC"
"459"	"Pinus arizonica"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"460"	"Pinus attenuata"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"461"	"Pinus balfouriana"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"462"	"Pinus banksiana"	"Pinus"	"Pinaceae"	1.208960346	2.4765384	0.587786665	-2.120263536	-0.544727175	0.41	5.316844671	2.501435952	"NC"
"463"	"Pinus brutia"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.219203484	"NC"
"464"	"Pinus canariensis"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.61	5.478636921	2.381858274	"NC"
"465"	"Pinus cembra"	"Pinus"	"Pinaceae"	1.16315081	4.777020443	0.850150929	-1.797817784	-1.30933332	0.49	5.330978149	2.419033906	"NC"
"466"	"Pinus clausa"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.485	5.478636921	2.58021683	"NC"
"467"	"Pinus contorta"	"Pinus"	"Pinaceae"	1.252762968	3.966132331	0.457424847	-1.897119985	-0.980829253	0.395	3.875151531	2.470638678	"NC"
"468"	"Pinus coulteri"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"469"	"Pinus echinata"	"Pinus"	"Pinaceae"	1.05431203	3.334345075	0.761776587	-2.039990086	-0.536143432	0.49	5.478636921	2.370243741	"NC"
"470"	"Pinus elliottii"	"Pinus"	"Pinaceae"	0.722705983	3.9719715385	0.761776587	-0.967584026	1.699278616	0.56	5.478636921	2.219203484	"NC"
"471"	"Pinus engelmannii"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"472"	"Pinus flexilis"	"Pinus"	"Pinaceae"	1.483874689	4.33073334	0.761776587	-1.203972804	-0.536143432	0.435	5.90345267	2.415913778	"NC"
"473"	"Pinus glabra"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.41	5.478636921	2.417473842	"NC"
"474"	"Pinus halepensis"	"Pinus"	"Pinaceae"	1.518418514	4.082271981	0.781615829	-1.959882307	-0.30788478	0.615	5.637963134	2.467251715	"NC"
