"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"LS"	"Ks"	"WD"	"LMA"	"leafN"	"group"
"475"	"Pinus indet"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"476"	"Pinus jeffreyi"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.375	5.802511048	2.442347035	"NC"
"477"	"Pinus lambertiana"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.36	5.478636921	2.417473842	"NC"
"478"	"Pinus laricio"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"479"	"Pinus leiophylla"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.46	5.478636921	2.417473842	"NC"
"480"	"Pinus longaeva"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"481"	"Pinus monticola"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.078809661	-0.536143432	0.385	5.478636921	2.674148649	"NC"
"482"	"Pinus mugo"	"Pinus"	"Pinaceae"	1.300191662	4.841585279	0.761776587	-1.797817784	-1.078809661	0.57	5.478636921	2.397895273	"NC"
"483"	"Pinus nigra"	"Pinus"	"Pinaceae"	1.174028928	3.647666758	0.879626748	-2.040220829	-0.928869514	0.625	5.215343283	2.31944221	"NC"
"484"	"Pinus palustris"	"Pinus"	"Pinaceae"	0.633927821	3.9719715385	0.761776587	-1.797817784	2.152924318	0.48	5.541655625	2.35612586	"NC"
"485"	"Pinus pinaster"	"Pinus"	"Pinaceae"	1.232560261	3.273742726	0.693147181	-1.797817784	-0.579818495	0.505	6.13489367	2.251291799	"NC"
"486"	"Pinus pinea"	"Pinus"	"Pinaceae"	1.294727168	3.977810746	0.761776587	-1.822940587	0.024692613	0.585	5.478636921	2.422144328	"NC"
"487"	"Pinus ponderosa"	"Pinus"	"Pinaceae"	1.026041596	3.199489111	0.943905899	-1.575036486	-0.527632742	0.44	5.756469797	2.528125769	"NC"
"488"	"Pinus pungens"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.49	5.478636921	2.417473842	"NC"
"489"	"Pinus radiata"	"Pinus"	"Pinaceae"	1.098612	3.993049844	0.761776587	-1.347073648	0.113328685	0.48	5.478636921	2.587764035	"NC"
"490"	"Pinus resinosa"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.897119985	-0.536143432	0.4	6.239300711	2.451005098	"NC"
"491"	"Pinus rigida"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.47	5.320567975	2.468099531	"NC"
"492"	"Pinus sabiniana"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"493"	"Pinus serotina"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.51	5.629777061	2.163323026	"NC"
"494"	"Pinus strobiformis"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.4	5.478636921	2.552565298	"NC"
"495"	"Pinus strobus"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.314710745	-0.536143432	0.35	4.349438875	2.624668592	"NC"
"496"	"Pinus sylvestris"	"Pinus"	"Pinaceae"	1.160020917	3.123685638	0.741937345	-1.76489361	-0.809680997	0.565	5.365602113	2.527726647	"NC"
"497"	"Pinus taeda"	"Pinus"	"Pinaceae"	1.078409581	3.760036648	0.792992516	-1.687399454	-0.536143432	0.47	4.759177998	2.34228646	"NC"
"498"	"Pinus uncinata"	"Pinus"	"Pinaceae"	0.777028665	4.571820206	0.761776587	-1.797817784	-0.536143432	0.55	6.016596088	2.385086315	"NC"
"499"	"Pinus virginiana"	"Pinus"	"Pinaceae"	1.401182974	3.9719715385	0.683096845	-1.797817784	0.350656872	0.45	5.383714942	2.379546134	"NC"
"500"	"Pinus washoensis"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-1.797817784	-0.536143432	0.48	5.478636921	2.417473842	"NC"
"501"	"Piper amalago"	"Piper"	"Piperaceae"	-0.456069783045	3.70582949953	0.75184730038	-0.70764323002	0.87263654898	0.513749999999999	4.145982450845	3.087627538	"BE"
"502"	"Piscidia carthagenensis"	"Piscidia"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.665	4.475289265	3.385745277	"BD"
"503"	"Pisonia albida"	"Pisonia"	"Nyctaginaceae"	0.601995800895	3.755085015815	0.608873562225001	-0.4741418303	0.520240706025	0.51	4.0310917484825	3.091042453	"BE"
"504"	"Pisonia subcordata"	"Pisonia"	"Nyctaginaceae"	0.31761654403	3.597421157865	0.743010697355	-0.609845272455	0.64963866435	0.51	4.13131559118	2.724579503	"BE"
"505"	"Pistacia lentiscus"	"Pistacia"	"Anacardiaceae"	1.498506352	2.91506437	1.155307632	-1.027403873	-0.371063681	0.61	4.873669439	2.48490665	"BE"
"506"	"Pistacia terebinthus"	"Pistacia"	"Anacardiaceae"	1.235471471	2.663401449	1.098612289	-1.027403873	-0.371063681	0.695	4.310530633	3.07176696	"BD"
"507"	"Pithecellobium dulce"	"Pithecellobium"	"Fabaceae"	0.479334957	2.165619238	0.631271777	-0.428025184	-0.616186139	0.61	4.578826211	3.2540499	"BE"
"508"	"Pithecellobium unguis-cati"	"Pithecellobium"	"Fabaceae"	0.479334957	2.165619238	0.631271777	-0.428025184	-0.616186139	0.61	4.578826211	3.2540499	"BE"
"509"	"Planera aquatica"	"Planera"	"Ulmaceae"	-0.8047189565	3.714054359495	0.54522705	-0.510825624	1.004301609	0.57	3.752825339	3.0112393005	"BD"
"510"	"Platanus acerifolia"	"Platanus"	"Platanaceae"	0.559615788	3.819174870055	0.629230495	-0.536427902655	0.625938431	0.53	4.2233210035	3.0094073005	"BD"
"511"	"Platanus hispanica"	"Platanus"	"Platanaceae"	0.368109322	3.844768619215	0.693147181	-0.643180983665	0.625938431	0.66	4.2233210035	3.317453388	"BD"
"512"	"Platanus occidentalis"	"Platanus"	"Platanaceae"	0.470003629	4.008090485965	0.629230495	-0.608045488425	0.625938431	0.425	4.041998082	2.701361213	"BD"
"513"	"Platanus racemosa"	"Platanus"	"Platanaceae"	0.693147181	3.64555934817	0.565313809	-0.45625567505	0.625938431	0.53	4.404643925	3.0094073005	"BD"
"514"	"Platanus wrightii"	"Platanus"	"Platanaceae"	0.5148097085	3.685456576565	0.629230495	-0.54641215418	0.625938431	0.53	4.2233210035	3.0094073005	"BD"
"515"	"Plumeria obtusa"	"Plumeria"	"Apocynaceae"	0.66228005373	3.41831814245	0.76024630277	-0.407394354545	0.82326988922	0.655975	4.274432217435	2.595254707	"BE"
"516"	"Podocarpus coriaceus"	"Podocarpus"	"Podocarpaceae"	0.71698865977	3.316745152385	0.63174034824	-0.268580706195	1.102579679475	0.7	4.257885625975	2.874685427235	"BE"
"517"	"Poitea florida"	"Poitea"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BD"
"518"	"Populus alba"	"Populus"	"Salicaceae"	0.425267735	3.886089623	0.620576488	-0.967584026	0.774727168	0.445	4.365897253	3.242592351	"BD"
"519"	"Populus angustifolia"	"Populus"	"Salicaceae"	0.527682741	3.886089623	0.719775364	-0.967584026	0.774727168	0.4	4.317221411	3.094921992	"BD"
"520"	"Populus balsamifera"	"Populus"	"Salicaceae"	0.524728529	3.742894042	0.845868268	-0.967584026	0.774727168	0.33	4.267316996	2.90416508	"BD"
"521"	"Populus canescens"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	-0.967584026	0.774727168	0.4	4.288127958	3.094921992	"BD"
"522"	"Populus deltoides"	"Populus"	"Salicaceae"	0.524728529	4.215307721	0.751416089	-0.967584026	2.650421088	0.41	4.511957804	3.058707073	"BD"
"523"	"Populus fremontii"	"Populus"	"Salicaceae"	0.329303747	4.214421262	0.719775364	-0.967584026	0.254642218	0.4	4.781767055	2.580595546	"BD"
"524"	"Populus grandidentata"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	-0.967584026	0.774727168	0.36	4.365897253	3.144152279	"BD"
"525"	"Populus heterophylla"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	-0.967584026	0.774727168	0.4	4.365897253	3.17930305	"BD"
"526"	"Populus indet"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	-0.967584026	0.774727168	0.4	4.365897253	3.094921992	"BD"
"527"	"Populus nigra"	"Populus"	"Salicaceae"	0.693147181	4.235410003	0.654925968	-0.967584026	0.774727168	0.415	4.478131953	2.86105737	"BD"
"528"	"Populus tremula"	"Populus"	"Salicaceae"	0.639218839	3.819907717	0.688134639	-0.967584026	0.774727168	0.5	4.40366581	3.149525747	"BD"
"529"	"Populus tremuloides"	"Populus"	"Salicaceae"	0.672944473	3.041183536	0.719775364	-0.967584026	0.029558802	0.395	4.072439727	3.131136911	"BD"
"530"	"Populus trichocarpa"	"Populus"	"Salicaceae"	0.270027137	4.349503443	0.75612198	-0.79700882	0.832909123	0.35	4.365897253	3.010620886	"BD"
"531"	"Populus x canadensis"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	-0.967584026	0.774727168	0.4	4.365897253	3.094921992	"BD"
"532"	"Pouteria multiflora"	"Pouteria"	"Sapotaceae"	0.739553553	3.025291076	1.064710737	-0.4216937791	2.251291799	0.77	4.422116163	3.570095918	"BE"
"533"	"Pouteria sapota"	"Pouteria"	"Sapotaceae"	0.739553553	3.025291076	1.064710737	-0.42787731617	2.251291799	0.855	4.422116163	3.570095918	"BE"
"534"	"Prestoea acuminata"	"Prestoea"	"Arecaceae"	1.456830584975	3.568498110985	0.916887779455	-0.662207093265	-0.30201023441	0.31	4.562789419705	2.525728644	"NC"
"535"	"Prosopis pallida"	"Prosopis"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.88	4.038630117	3.27978276	"BD"
"536"	"Prunus americana"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.471655845	3.017982882	"BD"
"537"	"Prunus avium"	"Prunus"	"Rosaceae"	1.561297537	3.763754989	0.810930216	-0.635590777	-0.139262067	0.59	3.9479808395	2.943385793	"BD"
"538"	"Prunus brigantiaca"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.9479808395	3.017982882	"BD"
"539"	"Prunus cerasifera"	"Prunus"	"Rosaceae"	1.835776355	4.043051268	0.832909123	-0.162518929	1.078409581	0.58	3.86545537	2.894253105	"BD"
"540"	"Prunus cerasus"	"Prunus"	"Rosaceae"	1.52714267	4.194340715	1.235471471	-0.635590777	-0.139262067	0.69	4.299188356	3.342861805	"BD"
"541"	"Prunus domestica"	"Prunus"	"Rosaceae"	1.755268361	3.915217896	0.832909123	-0.635590777	-0.139262067	0.63	4.48238089	2.862772146	"BD"
"542"	"Prunus dulcis"	"Prunus"	"Rosaceae"	1.81319475	3.463232773	0.854415328	-0.635590777	-0.139262067	0.75	3.9479808395	3.017982882	"BD"
"543"	"Prunus emarginata"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.9479808395	3.017982882	"BD"
"544"	"Prunus indet"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.9479808395	3.017982882	"BD"
"545"	"Prunus insititia"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.9479808395	3.017982882	"BD"
"546"	"Prunus lusitanica"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.415	3.9479808395	2.457877977	"BE"
"547"	"Prunus mahaleb"	"Prunus"	"Rosaceae"	1.713797928	3.048798994	0.854415328	-0.635590777	-0.139262067	0.77	4.208342666	3.032064203	"BD"
"548"	"Prunus nigra"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.9479808395	3.017982882	"BD"
"549"	"Prunus padus"	"Prunus"	"Rosaceae"	1.26553816	4.385894146	0.832909123	-0.635590777	-0.139262067	0.45	3.890084098	3.017982882	"BD"
"550"	"Prunus pensylvanica"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	4.005877581	3.17805383	"BD"
"551"	"Prunus serotina"	"Prunus"	"Rosaceae"	1.519513205	3.8394864425	0.350656872	-0.635590777	-0.597837001	0.535	3.709906821	3.2047769	"BD"
"552"	"Prunus spinosa"	"Prunus"	"Rosaceae"	1.678963975	3.676806873	0.78845736	-1.108662625	-0.139262067	0.55	4.228146752	3.219275745	"BD"
"553"	"Prunus virginiana"	"Prunus"	"Rosaceae"	1.335001067	3.8394864425	0.832909123	-0.635590777	-0.139262067	0.585	3.64701525	2.922085733	"BD"
"554"	"Pseudotsuga macrocarpa"	"Pseudotsuga"	"Pinaceae"	1.372448954	3.129169912	1.088561953	-0.663588378	-0.510825624	0.46	4.962320017	2.479056236	"NC"
"555"	"Pseudotsuga menziesii"	"Pseudotsuga"	"Pinaceae"	1.372448954	3.129169912	1.088561953	-0.663588378	-0.510825624	0.46	4.962320017	2.479056236	"NC"
"556"	"Pseudotsuga taxifolia"	"Pseudotsuga"	"Pinaceae"	1.372448954	3.129169912	1.088561953	-0.663588378	-0.510825624	0.46	4.962320017	2.479056236	"NC"
"557"	"Psidium guajava"	"Psidium"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.615	4.686381441	2.833213344	"BE"
"558"	"Psidium longipes"	"Psidium"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.615	4.686381441	2.833213344	"BE"
"559"	"Psidium sintenisii"	"Psidium"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	-0.5992853775	1.2419530745	0.615	4.686381441	2.833213344	"BE"
"560"	"Psychotria berteriana"	"Psychotria"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.3	4.026779243	3.421000009	"BE"
"561"	"Psychotria brachiata"	"Psychotria"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.3	4.026779243	3.421000009	"BE"
"562"	"Pyrus communis"	"Pyrus"	"Rosaceae"	1.698243151	3.431079756	0.955511445	-0.635590777	-0.139262067	0.68	4.024063681	2.636912173	"BD"
"563"	"Pyrus cordata"	"Pyrus"	"Rosaceae"	1.698243151	3.431079756	0.955511445	-0.635590777	-0.139262067	0.68	4.024063681	2.636912173	"BD"
"564"	"Pyrus indet"	"Pyrus"	"Rosaceae"	1.698243151	3.431079756	0.955511445	-0.635590777	-0.139262067	0.68	4.024063681	2.636912173	"BD"
"565"	"Pyrus spinosa"	"Pyrus"	"Rosaceae"	1.698243151	3.431079756	0.955511445	-0.635590777	-0.139262067	0.68	4.024063681	2.636912173	"BD"
"566"	"Quararibea turbinata"	"Quararibea"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.46497104155	1.1442228	0.595	3.5552004685	3.321973783	"BE"
"567"	"Quercus agrifolia"	"Quercus"	"Fagaceae"	0.488580015	2.320425011	0.951657876	-1.30933332	1.399950688	0.64	5.175471537	2.63188884	"BE"
"568"	"Quercus alba"	"Quercus"	"Fagaceae"	0.31481074	3.422632662	0.924258902	-0.371063681	0.703097511	0.54	4.133885737	3.08190997	"BD"
"569"	"Quercus bicolor"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	3.005682604	"BD"
"570"	"Quercus buckleyi"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"571"	"Quercus canariensis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.78	4.430181475	2.988707659	"BD"
"572"	"Quercus cerris"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.131402111	-0.713349888	0.6790117395	0.72	4.002777369	3.037353948	"BD"
"573"	"Quercus chrysolepis"	"Quercus"	"Fagaceae"	-0.809680997	4.113738609	1.0060495465	-0.713349888	0.292669614	0.64	5.328652566	2.341805806	"BE"
"574"	"Quercus coccinea"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.515	4.439115602	2.890371758	"BD"
"575"	"Quercus douglasii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.16315081	-0.713349888	0.88376754	0.765	4.856862321	2.940219564	"BD"
"576"	"Quercus ellipsoidalis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	3.955561307	3.058002599	"BD"
"577"	"Quercus engelmannii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BE"
"578"	"Quercus faginea"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.79	4.430181475	3.025291076	"BD"
"579"	"Quercus falcata"	"Quercus"	"Fagaceae"	-0.083381609	3.765377425	1.0060495465	-0.713349888	1.148988496	0.61	4.421247348	2.760326346	"BD"
"580"	"Quercus garryana"	"Quercus"	"Fagaceae"	1.280934	3.637191345	1.262713299	-1.203972804	1.160020917	0.745	4.680926798	2.833213344	"BD"
"581"	"Quercus graciliformis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"582"	"Quercus ilex"	"Quercus"	"Fagaceae"	1.21045177	2.934388643	1.090244039	-1.386294361	-0.061875404	0.84	4.610008463	2.645820125	"BE"
"583"	"Quercus ilicifolia"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.766319109	"BD"
"584"	"Quercus imbricaria"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"585"	"Quercus incana"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.65643348	2.602689685	"BD"
"586"	"Quercus indet"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"587"	"Quercus kelloggii"	"Quercus"	"Fagaceae"	-1.220779923	5.633932093	1.0060495465	-0.713349888	0.850150929	0.615	4.519448886	2.832330602	"BD"
"588"	"Quercus laceyi"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"589"	"Quercus laevis"	"Quercus"	"Fagaceae"	0.556754556	3.161246712	1.0060495465	-0.582742409	-0.713349888	0.64	4.660131744	2.58021683	"BD"
"590"	"Quercus laurifolia"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.585	4.430181475	2.708050201	"BE"
"591"	"Quercus lobata"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.7	4.430181475	3.0194488	"BD"
"592"	"Quercus lyrata"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.57	4.430181475	3.131136911	"BD"
"593"	"Quercus macrocarpa"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.58	3.848230872	3.152736022	"BD"
"594"	"Quercus margarettae"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"595"	"Quercus marilandica"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.472780998	2.623943692	"BD"
"596"	"Quercus michauxii"	"Quercus"	"Fagaceae"	0.285178942	3.637191345	1.0060495465	-2.040220829	1.432700734	0.57	3.883829271	3.044522438	"BD"
"597"	"Quercus minima"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.89	4.430181475	2.591516385	"BE"
"598"	"Quercus muehlenbergii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	3.981735618	2.833213344	"BD"
"599"	"Quercus nigra"	"Quercus"	"Fagaceae"	0.19062036	3.308350831	0.593326845	-0.678169902	0.654925968	0.64	4.324000197	2.733717948	"BD"
"600"	"Quercus oglethorpensis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BE"
"601"	"Quercus pagoda"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"602"	"Quercus palustris"	"Quercus"	"Fagaceae"	1.74745921	3.637191345	0.641853886	-0.713349888	0.6790117395	0.605	4.685089809	2.442347035	"BD"
"603"	"Quercus petraea"	"Quercus"	"Fagaceae"	1.238374231	3.899646734	0.93413065	-0.994252273	0.029558802	0.695	4.306022635	3.038552271	"BD"
"604"	"Quercus phellos"	"Quercus"	"Fagaceae"	0.270027137	3.765377425	1.0060495465	-0.594569617	1.828573442	0.62	4.143452136	2.923161581	"BD"
"605"	"Quercus prinus"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"606"	"Quercus pubescens"	"Quercus"	"Fagaceae"	0.936093359	3.16758253	1.064710737	-0.713349888	0.457424847	0.755	4.389374572	2.924773185	"BD"
"607"	"Quercus pyrenaica"	"Quercus"	"Fagaceae"	1.029619417	3.637191345	0.993251773	-0.713349888	0.6790117395	0.81	4.430181475	2.833213344	"BD"
"608"	"Quercus robur"	"Quercus"	"Fagaceae"	0.867100488	4.053175285	0.966983846	-0.713349888	-0.210721031	0.615	4.258869811	3.086486637	"BD"
"609"	"Quercus rubra"	"Quercus"	"Fagaceae"	0.808705521	3.238678452	1.01884732	-0.115113477	0.815364813	0.51	4.140432666	3.102791346	"BD"
"610"	"Quercus shumardii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.815408719	"BD"
"611"	"Quercus similis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BD"
"612"	"Quercus sinuata"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.833213344	"BE"
"613"	"Quercus stellata"	"Quercus"	"Fagaceae"	0.270027137	3.912023005	1.0060495465	-0.781246422	-0.210721031	0.66	4.648708488	2.734367509	"BD"
"614"	"Quercus suber"	"Quercus"	"Fagaceae"	1.398716881	4.148359151	1.029619417	-0.713349888	0.6790117395	0.81	4.562106097	2.779129783	"BE"
"615"	"Quercus texana"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.64	4.430181475	2.716679528	"BD"
"616"	"Quercus velutina"	"Quercus"	"Fagaceae"	0.928219303	2.357073278	1.0060495465	0.329303747	0.6790117395	0.56	4.310127759	2.995732274	"BD"
"617"	"Quercus virginiana"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	-0.713349888	0.6790117395	0.855	4.430181475	2.833213344	"BE"
"618"	"Quercus wislizeni"	"Quercus"	"Fagaceae"	0.506817602	3.637191345	1.0060495465	-0.713349888	0.533565111	0.72	5.176036732	2.833213344	"BE"
"619"	"Randia aculeata"	"Randia"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.635	4.026779243	2.957511061	"BE"
"620"	"Rauvolfia nitida"	"Rauvolfia"	"Apocynaceae"	0.66228005373	3.41831814245	0.76024630277	-0.407394354545	0.82326988922	0.655975	4.274432217435	2.595254707	"BE"
"621"	"Reynosia uncinata"	"Reynosia"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.89947134236	-0.576994131765	0.595	4.050309381	3.0354152245	"BD"
"622"	"Rhamnus alaternus"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.4891037719	0.244388818005	0.55	4.851795861	2.967589968	"BE"
"623"	"Rhamnus alpina"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.811377947075	-0.47994989617	0.58	4.050309381	3.0354152245	"BD"
"624"	"Rhamnus cathartica"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.471980252625	0.105463406775	0.61	3.248822901	3.103240481	"BD"
"625"	"Rhamnus frangula"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.811377947075	-0.47994989617	0.58	4.050309381	3.0354152245	"BD"
"626"	"Rhizophora mangle"	"Rhizophora"	"Rhizophoraceae"	1.826965725	3.588782838	1.306980554	-1.171182982	-0.400477567	0.89	4.390676615	2.406945108	"BE"
"627"	"Rhus typhina"	"Rhus"	"Anacardiaceae"	0.896088025	2.7892329095	1.1269599605	0.4950811325	0.346823528	0.45	3.974246349	3.236715743	"BD"
"628"	"Ricinus communis"	"Ricinus"	"Euphorbiaceae"	-0.523484528	3.65006472131	0.2390169	-0.162518929	1.2515615265	0.59	3.8531290975	3.668931816	"BE"
"629"	"Robinia pseudacacia"	"Robinia"	"Fabaceae"	-0.105360516	3.952012654	0.631271777	0.336472237	1.699278616	0.67	3.997099178	3.594568775	"BD"
"630"	"Robinia pseudoacacia"	"Robinia"	"Fabaceae"	-0.105360516	3.952012654	0.631271777	0.336472237	1.699278616	0.67	3.997099178	3.594568775	"BD"
"631"	"Rochefortia acanthophora"	"Rochefortia"	"Boraginaceae"	1.075002423	3.011605623	0.54522705	-0.1158655	2.248656751	0.6525	4.347241072	3.311090309	"BE"
"632"	"Rondeletia inermis"	"Rondeletia"	"Rubiaceae"	0.845868268	2.171906769	0.625938431	-0.145025772	0.804241228	0.635	4.026779243	2.957511061	"BE"
"633"	"Roystonea borinquena"	"Roystonea"	"Arecaceae"	0.782141743835	3.44271656902	0.791995626695001	-0.4935723637	0.70548367646	0.82	4.12371515754	2.908539062	"NC"
"634"	"Sabal palmetto"	"Sabal"	"Arecaceae"	-0.031577921165	3.67901097543	0.756956320005	-0.69379003062	0.744513310785	0.565	4.151329749165	2.952135668	"NC"
"635"	"Salix alba"	"Salix"	"Salicaceae"	0.530628251	4.524881615	0.719775364	-0.967584026	0.641853886	0.34	4.38340069	3.303951997	"BD"
"636"	"Salix amygdaloides"	"Salix"	"Salicaceae"	-0.25489225	4.008605103	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.025291076	"BD"
"637"	"Salix atrocinerea"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.48	4.454579827	3.055886196	"BD"
